
101,医療法人社団 菊田歯科クリニック,013-883-6711,041-0812,北海道,函館市,昭和１丁目２６−３７,,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x5f9ef701da32a885:0x4997e35492a49d17,3,歯科医院,41.8172129,140.7416055,ChIJhagy2gH3nl8RF52kklTjl0k,
102,菊田歯科クリニック,013-846-5313,041-0806,北海道,函館市,美原２丁目１３−８ キャッスル長谷川,,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x5f9ef4292bf4acc5:0x6fc804156b43f303,3,歯科医院,41.815798699999995,140.75544829999998,ChIJxaz0Kyn0nl8RA_NDaxUEyG8,閉業
103,森の風インプラント歯科クリニック,016-626-1955,070-0030,北海道,旭川市,宮下通９丁目３９６−３,http://www.1211implant.com/,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x5f0ce61123028f5f:0x6b0ea7c10d8f8a3b,4.7,歯科医院,43.7644048,142.36047879999998,ChIJX48CIxHmDF8RO4qPDcGnDms,
104,旭川一条通デンタルクリニック,016-623-2696,070-0031,北海道,旭川市,１条通１２丁目３５０−１,http://www.asahikawa-1jo.com/,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x5f0ce6116cdae14f:0x7ad5967335560ed2,3.7,歯科医院,43.7639344,142.3655064,ChIJT-HabBHmDF8R0g5WNXOW1Xo,
105,旭川駅前あしたばデンタルクリニック,016-627-2450,070-0030,北海道,旭川市,宮下通７丁目２３９９−１ 明治屋ビル 5F,https://ashitaba-dentalclinic.com/,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x5f0ce611009d0719:0xd5c504bd7a9351ce,4.2,歯科医院;専門クリニック,43.7648576,142.3585671,ChIJGQedABHmDF8RzlGTer0ExdU,
106,旭川スマイル歯科クリニック,016-676-7246,070-0031,北海道,旭川市,１条通１０丁目２０６９−１,http://asahikawa-smile-shika.com/,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x5f0ce71193278319:0x58f92870de859649,4.6,歯科医院;専門クリニック,43.7647784,142.3626577,ChIJGYMnkxHnDF8RSZaF3nAo-Vg,
107,えばた歯科,016-640-1088,079-8417,北海道,旭川市,永山７条３丁目１−３,https://www.ebata-dc.net/,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x5f0ce69062d0005d:0x991fd6ee57aabf87,4.6,歯科医院,43.784532399999996,142.4046565,ChIJXQDQYpDmDF8Rh7-qV-7WH5k,
108,武蔵デンタルクリニック,016-637-6340,078-8211,北海道,旭川市,１条通２３丁目１１−３９,http://www.musashi-dental.com/,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x5f0ce7dca66d033d:0xfd47a4321c0a63af,4.3,歯科医院,43.7583902,142.38270359999999,ChIJPQNtptznDF8Rr2MKHDKkR_0,
109,医療法人社団あいファミリー歯科,016-648-7655,079-8417,北海道,旭川市,永山７条９丁目７−１,https://ai-family.jp/,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x5f0ce6a4535807b1:0xecad03d4bf79619d,4.8,歯科医院;美容歯科医;インプラント歯科医;歯周病専門医;歯科ホワイトニングサービス,43.7938111,142.4193224,ChIJsQdYU6TmDF8RnWF5v9QDrew,
110,須貝歯科医院,016-632-2414,078-8344,北海道,旭川市,東光４条１丁目２−１５,http://www.sugai-shika.jp/index.html,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x5f0ce635edf057a7:0xc0eeb5849450101e,4.5,歯科医院,43.752502,142.39055299999998,ChIJp1fw7TXmDF8RHhBQlIS17sA,
111,矢口歯科医院 旭川市 歯周病,016-623-5341,070-0039,北海道,旭川市,９条通７丁目 R.D.ビル,http://www.ee-ha.jp/?utm_source=google&utm_medium=gmb,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x5f0ce67380694c57:0xc1ba945d96293aa9,2.8,歯科医院;歯周病専門医,43.7741883,142.3630899,ChIJV0xpgHPmDF8RqTopll2UusE,
112,たばた歯科医院,016-651-1200,070-0831,北海道,旭川市,旭町１条１５丁目２１６０−５５,http://haisha-yoyaku.jp/bun2sdental/detail/index/id/0132935420/,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x5f0ce5b89b7786f3:0xf3d375f9c21bcc34,3.7,歯科医院,43.793059899999996,142.3420841,ChIJ84Z3m7jlDF8RNMwbwvl10_M,
113,フロンティアデンタルクリニック,016-626-8888,070-0034,北海道,旭川市,４条通１４丁目９１１−１,http://www.frontier-dc.com/,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x5f0ce614cb0e6151:0xe5e67cc5285d38d6,5,歯科医院,43.7656329,142.37130919999998,ChIJUWEOyxTmDF8R1jhdKMV85uU,
114,いとさか歯科医院,016-649-2720,079-8414,北海道,旭川市,永山４条１２丁目５−２,https://itosaka-dental-1.jimdosite.com/,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x5f0ce6aa1f05b6fd:0x30033ad22962f7fc,3.6,歯科医院,43.8014131,142.4224376,ChIJ_bYFH6rmDF8R_PdiKdI6AzA,
115,旭川東光歯科医院,016-634-8111,078-8342,北海道,旭川市,東光２条５丁目４−１８,http://toko1.jimdo.com/,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x5f0ce7b2c110708b:0x84830644ad044713,2.3,歯科医院;クリニック・医院・診療所,43.753428899999996,142.40678459999998,ChIJi3AQwbLnDF8RE0cErUQGg4Q,
116,たかがき歯科,016-631-3637,078-8214,北海道,旭川市,４条通２２丁目５,,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x5f0ce6412317c433:0x18dbf11fa979d6e,4.3,歯科医院,43.762262199999995,142.38289749999998,ChIJM8QXI0HmDF8Rbp2X-hG_jQE,
117,たに歯科医院,,078-8244,北海道,旭川市,豊岡１４条７丁目３−１１,,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x5f0ce6f1a41d62a7:0x3dbeeeebffae98d3,5,歯科医院,43.771840999999995,142.41534959999998,ChIJp2IdpPHmDF8R05iu_-vuvj0,
118,レナ歯科,016-629-0101,070-0030,北海道,旭川市,宮下通７丁目２−５ イオンモール旭川駅前店 2階,http://rena-dc.com/,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x5f0ce610f3438bbf:0x8716ccbaca261544,2.8,歯科医院,43.764066,142.3569976,ChIJv4tD8xDmDF8RRBUmyrrMFoc,
119,医療法人社団 藤田歯科医院,016-633-8221,078-8348,北海道,旭川市,東光８条１丁目１−１０,http://fujita-dent.net/,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x5f0ce63361fb7157:0xbb392edc60881f02,2.6,歯科医院,43.7488185,142.38774659999999,ChIJV3H7YTPmDF8RAh-IYNwuObs,
120,山田歯科医院,016-625-2225,070-0031,北海道,旭川市,１条通８丁目３４８−２ 旭川一条ビル 6F,https://www.yamada1.jp/,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x5f0ce7085178dbad:0x78bcddfa85f4bf57,4,歯科医院;歯内療法専門医;矯正歯科;小児歯科医,43.7650775,142.3602719,ChIJrdt4UQjnDF8RV7_0hfrdvHg,
121,はせがわ歯科クリニック,016-676-1818,078-8234,北海道,旭川市,豊岡４条１丁目１−１６,http://www.hasegawa-d-clinic.com/,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x5f0ce645c71d3465:0xbd7f07f8b5d87dd2,4.3,歯科医院,43.760547599999995,142.390829,ChIJZTQdx0XmDF8R0n3YtfgHf70,
122,医療法人社団ヒロ歯科・口腔外科クリニック,016-646-1888,079-8417,北海道,旭川市,永山７条１６丁目２−１５,http://hirosika.com/,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x5f0ce1549619f6af:0x66f9c254b6da8b70,3.9,歯科医院,43.8023088,142.4328692,ChIJr_YZllThDF8RcIvatlTC-WY,
123,デンタルオフィスユー大通公園歯科クリニック,011-271-6480,060-0061,北海道,札幌市,中央区南１条西８丁目２０番地１ 小六ビル 2F,http://www.dentaloffice-u.com/,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x5f0b29bf968825a5:0x6b4ef96f06e23ab8,3.8,歯科医院;美容歯科医;インプラント歯科医;口腔外科医,43.0582676,141.3448041,ChIJpSWIlr8pC18RuDriBm_5Tms,
124,YOURS DENTAL CLINIC,011-206-8241,060-0042,北海道,札幌市,中央区大通西１丁目１３ ル・トロワ 6F,https://yours-dental.com/,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x5f0b2982cb6b6ed3:0x660b7416f884e509,4.9,歯科医院;美容歯科医,43.0602322,141.3558735,ChIJ025ry4IpC18RCeWE-BZ0C2Y,
125,デンタルオフィスおおとも,011-241-7677,060-0061,北海道,札幌市,中央区南１条西１１丁目３２７−９,http://www.do-otomo.com/,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x5f0b2990f8f9b3ab:0x6d4d4fce8619eb97,4.3,歯科医院,43.056892999999995,141.340676,ChIJq7P5-JApC18Rl-sZhs5PTW0,
126,デンタルオフィスユー,011-281-1002,060-0061,北海道,札幌市,中央区南１条西２丁目１８ Ikeuchi Gateビル GATE 7F,,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x5f0b29832c9066d1:0xf1012fe368899aaf,5,美容歯科医;歯科医院,43.059574999999995,141.35424899999998,ChIJ0WaQLIMpC18Rr5qJaOMvAfE,閉業
127,札幌ブランデンタルクリニック伏見,011-522-4182,064-0918,北海道,札幌市,中央区南１８条西１７丁目１−１ 伏見センタービル 2F ラルズマート伏見店,https://blanc-dental.net/,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x5f0b2a040b8d3325:0x2a077cc63734bc8b,4.3,歯科医院;エステティック サロン;美容歯科医;インプラント歯科医;口腔外科医;矯正歯科;歯科ホワイトニングサービス,43.0351249,141.3328531,ChIJJTONCwQqC18Ri7w0N8Z8Byo,
128,渡辺歯科医院,011-561-6926,064-0810,北海道,札幌市,中央区南１０条西１２丁目１−４０,http://www.wata-dental.com/,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x5f0b29f4c37fa279:0xe014218283a6db74,4.8,歯科医院,43.046842,141.339645,ChIJeaJ_w_QpC18RdNumg4IhFOA,
129,あべ歯科医院,011-531-3122,064-0916,北海道,札幌市,中央区南１６条西１３丁目１−１,http://abe-sikaiin.com/,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x5f0b2a1c8008aca5:0x6ae32d166a8e0436,3.7,歯科医院;美容歯科医;歯科衛生士;インプラント歯科医;矯正歯科;歯科ホワイトニングサービス,43.0385111,141.3402754,ChIJpawIgBwqC18RNgSOahYt42o,
130,ワタナベ歯科診療所,011-241-6595,060-0003,北海道,札幌市,中央区北３条西３丁目１−４４ 2F,https://watanabeshikashinryoujo.com/,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x5f0b29758e654881:0x48694c38d3ea5a5c,4.3,歯科医院,43.0651799,141.3514817,ChIJgUhljnUpC18RXFrq0zhMaUg,
131,わたべデンタルクリニック,011-773-6600,002-0858,北海道,札幌市,北区屯田８条１０丁目６−１ 1F,,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x5f0b25c2cd1c3b95:0x90e107f797693423,4.8,歯科医院,43.1428649,141.3230401,ChIJlTsczcIlC18RIzRpl_cH4ZA,
132,West4 Dental Clinic,011-211-1234,060-0061,北海道,札幌市,中央区南１条西４丁目７−１ クリエイトビル 6F,http://www.west4-dental.com/,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x5f0b29314752dab1:0x5c55308ec4158bc6,3.8,歯科医院,43.0586414,141.3513647,ChIJsdpSRzEpC18RxosVxI4wVVw,
133,札幌 歯周病・予防歯科,011-208-2621,060-0001,北海道,札幌市,中央区北１条西３丁目3−２７ 札幌北１条駅前通りビル 9F,http://www.shisyubyou.jp/?utm_source=google&utm_medium=maps,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x5f0b2916472acd1d:0xf725bf1d8a033f24,4.6,歯科医院;インプラント歯科医;歯周病専門医,43.062998,141.3518064,ChIJHc0qRxYpC18RJD8Dih2_Jfc,
134,セントラル富士 東歯科医院,011-251-6500,060-0061,北海道,札幌市,中央区南１条西５丁目１７−２ セントラル富士 2F,https://azuma-dental-clinic.studio.site/,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x5f0b299b42b633e7:0xcff00cfbd25f1c39,,歯科医院,43.059046699999996,141.3496661,ChIJ5zO2QpspC18RORxf0vsM8M8,
135,畑歯科医院,011-862-8416,003-0022,北海道,札幌市,白石区南郷通９丁目南６−１４,,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x5f0b2ba5c2105d9d:0x1270f46eaffac38f,2.8,歯科医院;矯正歯科;小児歯科医,43.0382354,141.4157608,ChIJnV0QwqUrC18Rj8P6r270cBI,
136,医療法人社団愛北 オーク歯科クリニック,015-455-7154,084-0910,北海道,釧路市,昭和中央４丁目１８−１ イオンモール釧路昭和店 1F,http://www.oakdc.jp/,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x5f72160c180a5099:0x5496b94769d38beb,4.2,小児歯科医;歯科衛生士;歯科医院;矯正歯科,43.0268921,144.36052999999998,ChIJmVAKGAwWcl8R64vTaUe5llQ,
